user_id,listing_id,event_weight,interaction_type,archetype,timestamp,item_coldness
U0052,27,0.2,click,A01,2026-02-06 09:42:30,warm
U0235,31,0.2,click,A03,2026-02-06 10:31:59,warm
U0042,106,0.2,click,A04,2026-02-06 12:07:36,warm
U0271,33,0.2,click,A02,2026-02-06 13:38:27,warm
U0196,92,0.2,click,A09,2026-02-06 13:53:54,warm
U0170,26,0.2,click,A01,2026-02-06 14:09:02,warm
U0270,74,0.2,click,A07,2026-02-06 14:19:40,warm
U0089,101,0.5,save,A02,2026-02-06 17:39:17,warm
U0089,40,0.5,save,A02,2026-02-06 17:41:05,warm
U0089,102,0.2,click,A02,2026-02-06 17:42:21,warm
U0243,100,0.2,click,A08,2026-02-06 18:29:22,warm
U0072,47,0.2,click,A11,2026-02-06 20:32:13,warm
U0003,104,0.5,save,A12,2026-02-06 20:54:03,warm
U0003,39,0.5,save,A12,2026-02-06 20:54:29,warm
U0190,25,0.2,click,A01,2026-02-06 21:47:06,warm
U0153,102,0.2,click,A10,2026-02-06 22:02:23,warm
U0153,25,0.2,click,A10,2026-02-06 22:02:49,warm
U0259,41,0.2,click,A12,2026-02-06 22:25:23,warm
U0245,53,0.5,save,A08,2026-02-07 09:49:11,warm
U0283,23,0.2,click,A01,2026-02-07 11:16:25,warm
U0240,93,0.5,save,A07,2026-02-07 11:41:21,warm
U0240,62,0.2,click,A07,2026-02-07 11:42:51,warm
U0240,85,0.2,click,A07,2026-02-07 11:42:52,warm
U0240,69,0.2,click,A07,2026-02-07 11:44:32,warm
U0169,47,0.2,click,A05,2026-02-07 12:27:44,warm
U0164,100,0.2,click,A08,2026-02-07 13:07:39,warm
U0166,21,0.2,click,A10,2026-02-07 15:30:09,warm
U0166,70,0.2,click,A10,2026-02-07 15:30:43,warm
U0229,70,0.2,click,A04,2026-02-07 15:33:25,warm
U0229,57,0.2,click,A04,2026-02-07 15:34:36,warm
U0229,90,0.2,click,A04,2026-02-07 15:35:34,warm
U0255,46,0.2,click,A04,2026-02-07 16:40:41,warm
U0110,80,0.2,click,A07,2026-02-07 17:52:57,warm
U0110,60,0.2,click,A07,2026-02-07 17:53:41,warm
U0110,63,0.2,click,A07,2026-02-07 17:55:54,warm
U0257,84,0.2,click,A02,2026-02-07 19:40:51,warm
U0061,51,0.2,click,A10,2026-02-07 20:23:55,warm
U0009,49,0.2,click,A05,2026-02-07 20:30:52,warm
U0282,82,0.2,click,A11,2026-02-07 22:49:13,warm
U0282,41,0.2,click,A11,2026-02-07 22:49:35,warm
U0265,22,0.2,click,A11,2026-02-07 22:53:45,warm
U0265,102,0.2,click,A11,2026-02-07 22:56:38,warm
U0172,73,0.2,click,A13,2026-02-08 09:42:04,warm
U0172,71,0.2,click,A13,2026-02-08 09:43:06,warm
U0172,59,0.2,click,A13,2026-02-08 09:45:38,warm
U0201,38,0.2,click,A06,2026-02-08 10:14:35,warm
U0201,98,0.2,click,A06,2026-02-08 10:16:51,warm
U0262,37,0.2,click,A06,2026-02-08 10:25:11,warm
U0262,81,0.2,click,A06,2026-02-08 10:27:35,warm
U0149,99,0.2,click,A13,2026-02-08 11:07:32,warm
U0165,33,0.5,save,A06,2026-02-08 12:02:46,warm
U0267,50,0.2,click,A02,2026-02-08 12:36:23,warm
U0267,103,0.2,click,A02,2026-02-08 12:37:12,warm
U0013,80,0.2,click,A13,2026-02-08 12:52:47,warm
U0030,44,0.2,click,A11,2026-02-08 14:00:22,warm
U0030,76,0.2,click,A11,2026-02-08 14:00:58,warm
U0263,100,0.5,save,A08,2026-02-08 14:10:52,warm
U0263,53,0.5,save,A08,2026-02-08 14:10:58,warm
U0276,65,0.5,save,A04,2026-02-08 14:42:22,warm
U0161,69,0.2,click,A13,2026-02-08 14:49:53,warm
U0291,84,1.0,order,A06,2026-02-08 16:11:08,warm
U0022,103,0.2,click,A04,2026-02-08 17:13:30,warm
U0022,68,0.5,save,A04,2026-02-08 17:13:48,warm
U0022,65,0.5,save,A04,2026-02-08 17:17:09,warm
U0165,51,0.2,click,A06,2026-02-08 18:38:13,warm
U0131,82,0.2,click,A05,2026-02-08 19:45:34,warm
U0112,77,0.2,click,A06,2026-02-08 20:24:49,warm
U0112,27,0.2,click,A06,2026-02-08 20:29:04,warm
U0193,47,0.5,save,A11,2026-02-08 20:35:01,warm
U0193,43,0.2,click,A11,2026-02-08 20:36:18,warm
U0102,48,0.2,click,A05,2026-02-08 21:29:22,warm
U0226,44,0.2,click,A10,2026-02-08 21:36:37,warm
U0226,61,0.2,click,A10,2026-02-08 21:38:51,warm
U0161,62,0.2,click,A13,2026-02-08 22:19:14,warm
U0074,80,0.2,click,A07,2026-02-08 22:34:16,warm
U0074,93,0.2,click,A07,2026-02-08 22:35:48,warm
U0074,72,0.2,click,A07,2026-02-08 22:37:00,warm
U0074,60,0.2,click,A07,2026-02-08 22:37:40,warm
U0186,72,0.2,click,A13,2026-02-09 09:01:48,warm
U0186,74,0.5,save,A13,2026-02-09 09:03:57,warm
U0070,90,0.2,click,A04,2026-02-09 09:11:11,warm
U0150,60,0.2,click,A01,2026-02-09 09:38:34,warm
U0275,83,0.2,click,A04,2026-02-09 09:40:59,warm
U0034,44,0.2,click,A11,2026-02-09 11:15:29,warm
U0126,109,0.2,click,A08,2026-02-09 11:38:30,warm
U0126,53,0.2,click,A08,2026-02-09 11:39:32,warm
U0075,21,0.2,click,A10,2026-02-09 12:35:43,warm
U0075,34,0.2,click,A10,2026-02-09 12:36:54,warm
U0075,22,0.5,save,A10,2026-02-09 12:37:54,warm
U0075,68,0.2,click,A10,2026-02-09 12:39:04,warm
U0255,78,0.2,click,A04,2026-02-09 13:30:17,warm
U0044,66,0.2,click,A09,2026-02-09 14:45:44,warm
U0163,37,0.2,click,A02,2026-02-09 15:01:19,warm
U0083,84,0.2,click,A02,2026-02-09 15:46:54,warm
U0236,36,0.2,click,A06,2026-02-09 16:55:33,warm
U0063,52,0.5,save,A10,2026-02-09 17:34:36,warm
U0144,67,0.5,save,A07,2026-02-09 18:55:01,warm
U0144,93,0.2,click,A07,2026-02-09 18:56:15,warm
U0144,59,0.2,click,A07,2026-02-09 18:57:41,warm
U0190,57,0.2,click,A01,2026-02-09 20:28:33,warm
U0212,67,0.2,click,A13,2026-02-09 21:02:55,warm
U0212,62,0.2,click,A13,2026-02-09 21:06:27,warm
U0035,85,0.2,click,A13,2026-02-10 09:08:36,warm
U0035,59,0.5,save,A13,2026-02-10 09:10:53,warm
U0097,95,0.2,click,A08,2026-02-10 09:53:56,warm
U0097,53,0.2,click,A08,2026-02-10 09:57:23,warm
U0030,34,0.2,click,A11,2026-02-10 11:29:11,warm
U0297,39,0.2,click,A11,2026-02-10 11:34:51,warm
U0007,66,0.2,click,A04,2026-02-10 13:10:59,warm
U0007,65,0.2,click,A04,2026-02-10 13:11:04,warm
U0094,93,0.2,click,A13,2026-02-10 13:51:29,warm
U0249,72,0.2,click,A01,2026-02-10 14:23:36,warm
U0249,46,0.2,click,A01,2026-02-10 14:24:04,warm
U0249,60,0.2,click,A01,2026-02-10 14:25:34,warm
U0249,74,0.2,click,A01,2026-02-10 14:25:54,warm
U0249,92,0.2,click,A01,2026-02-10 14:53:44,warm
U0249,59,0.2,click,A01,2026-02-10 14:57:19,warm
U0249,81,0.5,save,A01,2026-02-10 14:57:48,warm
U0252,41,0.2,click,A12,2026-02-10 15:18:01,warm
U0252,44,0.2,click,A12,2026-02-10 15:18:10,warm
U0252,22,0.5,save,A12,2026-02-10 15:22:04,warm
U0292,62,0.2,click,A07,2026-02-10 15:28:38,warm
U0159,72,0.2,click,A13,2026-02-10 15:55:12,warm
U0159,59,0.2,click,A13,2026-02-10 15:55:59,warm
U0159,62,0.2,click,A13,2026-02-10 15:57:02,warm
U0196,79,0.2,click,A09,2026-02-10 18:20:23,warm
U0278,70,0.2,click,A09,2026-02-10 19:31:52,warm
U0278,78,0.2,click,A09,2026-02-10 19:32:57,warm
U0077,55,0.2,click,A09,2026-02-10 19:53:50,warm
U0005,78,0.2,click,A04,2026-02-10 20:07:13,warm
U0005,105,0.2,click,A04,2026-02-10 20:07:27,warm
U0182,48,0.2,click,A07,2026-02-10 20:08:51,warm
U0182,61,0.2,click,A07,2026-02-10 20:09:56,warm
U0114,91,0.2,click,A12,2026-02-10 20:34:40,warm
U0114,107,0.2,click,A12,2026-02-10 20:36:13,warm
U0114,106,0.2,click,A12,2026-02-10 20:38:09,warm
U0104,67,0.2,click,A13,2026-02-10 20:48:51,warm
U0146,92,0.2,click,A01,2026-02-10 21:12:09,warm
U0261,34,0.5,save,A10,2026-02-10 21:23:12,warm
U0072,45,0.2,click,A11,2026-02-10 21:35:16,warm
U0098,36,0.2,click,A11,2026-02-10 21:35:28,warm
U0293,58,0.2,click,A01,2026-02-10 21:52:22,warm
U0279,65,0.2,click,A09,2026-02-10 22:27:48,warm
U0011,101,0.2,click,A10,2026-02-11 10:14:10,warm
U0229,106,0.2,click,A04,2026-02-11 10:23:49,warm
U0229,105,0.2,click,A04,2026-02-11 10:27:50,warm
U0038,45,0.2,click,A12,2026-02-11 12:48:10,warm
U0038,87,0.2,click,A12,2026-02-11 12:51:27,warm
U0175,68,0.2,click,A01,2026-02-11 14:29:21,warm
U0157,86,0.2,click,A03,2026-02-11 14:51:46,warm
U0117,24,0.2,click,A01,2026-02-11 14:57:35,warm
U0117,103,0.2,click,A01,2026-02-11 14:58:34,warm
U0256,87,0.2,click,A08,2026-02-11 15:40:11,warm
U0241,108,0.2,click,A13,2026-02-11 16:54:10,warm
U0174,37,0.2,click,A10,2026-02-11 18:58:20,warm
U0174,72,0.2,click,A10,2026-02-11 18:58:41,warm
U0174,104,0.2,click,A10,2026-02-11 19:01:32,warm
U0135,32,0.2,click,A03,2026-02-11 19:21:24,warm
U0135,23,0.2,click,A03,2026-02-11 19:23:11,warm
U0189,76,0.2,click,A11,2026-02-11 19:33:21,warm
U0120,25,0.2,click,A06,2026-02-11 21:14:55,warm
U0074,63,0.2,click,A07,2026-02-11 21:42:39,warm
U0088,98,0.2,click,A01,2026-02-11 22:17:55,warm
U0253,31,0.2,click,A06,2026-02-11 22:28:37,warm
U0053,60,0.2,click,A13,2026-02-12 10:11:39,warm
U0053,25,0.2,click,A13,2026-02-12 10:11:40,warm
U0088,50,0.2,click,A01,2026-02-12 10:42:43,warm
U0088,60,0.2,click,A01,2026-02-12 10:43:42,warm
U0088,47,0.2,click,A01,2026-02-12 10:44:44,warm
U0023,40,0.2,click,A05,2026-02-12 11:09:04,warm
U0056,34,0.2,click,A11,2026-02-12 11:28:00,warm
U0292,67,0.2,click,A07,2026-02-12 11:37:46,warm
U0292,74,0.2,click,A07,2026-02-12 11:38:46,warm
U0292,69,0.5,save,A07,2026-02-12 11:40:04,warm
U0291,30,0.2,click,A06,2026-02-12 13:27:46,warm
U0291,76,0.2,click,A06,2026-02-12 13:31:59,warm
U0154,62,0.2,click,A07,2026-02-12 13:43:23,warm
U0154,61,0.2,click,A07,2026-02-12 13:46:40,warm
U0154,60,0.2,click,A07,2026-02-12 13:48:09,warm
U0128,46,0.2,click,A01,2026-02-12 15:19:33,warm
U0128,26,0.2,click,A01,2026-02-12 15:21:24,warm
U0128,77,0.2,click,A01,2026-02-12 15:21:48,warm
U0074,88,0.2,click,A07,2026-02-12 15:31:57,warm
U0185,74,0.2,click,A01,2026-02-12 16:18:05,warm
U0289,105,0.5,save,A04,2026-02-12 17:12:11,warm
U0289,70,0.2,click,A04,2026-02-12 17:12:56,warm
U0103,70,0.2,click,A01,2026-02-12 17:58:50,warm
U0103,59,0.5,save,A01,2026-02-12 18:01:25,warm
U0039,36,0.2,click,A10,2026-02-12 19:00:52,warm
U0039,76,0.2,click,A10,2026-02-12 19:04:20,warm
U0216,80,0.2,click,A07,2026-02-12 20:20:59,warm
U0216,71,0.2,click,A07,2026-02-12 20:23:28,warm
U0216,85,0.2,click,A07,2026-02-12 20:23:31,warm
U0276,103,0.2,click,A04,2026-02-12 21:13:54,warm
U0276,90,0.2,click,A04,2026-02-12 21:14:58,warm
U0054,76,0.2,click,A10,2026-02-12 21:37:16,warm
U0054,50,0.2,click,A10,2026-02-12 21:41:48,warm
U0026,85,0.2,click,A13,2026-02-13 10:07:59,warm
U0026,59,0.2,click,A13,2026-02-13 10:08:50,warm
U0035,95,0.2,click,A13,2026-02-13 11:33:54,warm
U0035,80,0.5,save,A13,2026-02-13 11:36:43,warm
U0035,69,0.2,click,A13,2026-02-13 11:37:42,warm
U0177,57,0.2,click,A04,2026-02-13 12:44:50,warm
U0085,35,0.2,click,A03,2026-02-13 13:15:29,warm
U0085,31,0.2,click,A03,2026-02-13 13:18:22,warm
U0047,78,0.2,click,A04,2026-02-13 13:25:35,warm
U0047,70,0.2,click,A04,2026-02-13 13:27:16,warm
U0005,70,0.2,click,A04,2026-02-13 15:26:03,warm
U0283,85,0.2,click,A01,2026-02-13 15:28:20,warm
U0083,107,0.2,click,A02,2026-02-13 16:57:36,warm
U0083,25,0.2,click,A02,2026-02-13 16:58:24,warm
U0083,91,0.2,click,A02,2026-02-13 17:01:25,warm
U0071,24,0.2,click,A02,2026-02-13 18:41:10,warm
U0148,44,0.2,click,A05,2026-02-13 21:28:48,warm
U0148,66,0.2,click,A05,2026-02-13 21:28:58,warm
U0148,42,0.2,click,A05,2026-02-13 21:29:51,warm
U0222,90,0.2,click,A05,2026-02-13 21:46:13,warm
U0021,86,0.2,click,A02,2026-02-13 22:40:45,warm
U0114,52,0.2,click,A12,2026-02-14 09:38:40,warm
U0208,99,0.2,click,A02,2026-02-14 10:56:00,warm
U0146,67,0.2,click,A01,2026-02-14 11:04:50,warm
U0146,79,0.2,click,A01,2026-02-14 11:07:07,warm
U0146,57,0.2,click,A01,2026-02-14 11:07:41,warm
U0146,59,0.5,save,A01,2026-02-14 11:08:05,warm
U0208,38,1.0,order,A02,2026-02-14 11:14:03,warm
U0201,39,0.5,save,A06,2026-02-14 12:44:00,warm
U0210,88,0.2,click,A07,2026-02-14 13:00:20,warm
U0210,73,0.5,save,A07,2026-02-14 13:00:56,warm
U0210,74,0.2,click,A07,2026-02-14 13:02:37,warm
U0186,73,0.2,click,A13,2026-02-14 13:23:20,warm
U0186,93,0.2,click,A13,2026-02-14 13:24:30,warm
U0024,50,0.2,click,A02,2026-02-14 14:34:32,warm
U0024,81,0.2,click,A02,2026-02-14 14:37:28,warm
U0024,27,0.2,click,A02,2026-02-14 14:37:37,warm
U0116,37,0.2,click,A10,2026-02-14 17:14:54,warm
U0069,85,0.2,click,A13,2026-02-14 18:28:54,warm
U0069,75,0.2,click,A13,2026-02-14 18:31:33,warm
U0064,84,0.2,click,A08,2026-02-14 18:57:11,warm
U0064,109,0.2,click,A08,2026-02-14 18:59:13,warm
U0018,100,0.2,click,A03,2026-02-14 19:44:10,warm
U0018,87,0.2,click,A03,2026-02-14 19:44:41,warm
U0018,35,0.5,save,A03,2026-02-14 19:45:27,warm
U0078,47,0.2,click,A03,2026-02-14 21:00:37,warm
U0078,107,0.2,click,A03,2026-02-14 21:01:32,warm
U0078,49,0.5,save,A03,2026-02-14 21:01:42,warm
U0078,91,0.2,click,A03,2026-02-14 21:04:30,warm
U0063,102,0.2,click,A10,2026-02-14 21:14:26,warm
U0128,103,0.2,click,A01,2026-02-14 21:16:20,warm
U0266,74,0.2,click,A13,2026-02-14 22:18:23,warm
U0164,56,0.2,click,A08,2026-02-14 22:18:57,warm
U0164,83,0.2,click,A08,2026-02-14 22:20:00,warm
U0266,108,0.2,click,A13,2026-02-14 22:20:55,warm
U0266,62,0.2,click,A13,2026-02-14 22:21:00,warm
U0164,96,0.5,save,A08,2026-02-14 22:22:22,warm
U0164,36,0.2,click,A08,2026-02-14 22:23:03,warm
U0119,79,0.2,click,A01,2026-02-15 10:30:12,warm
U0119,57,0.5,save,A01,2026-02-15 10:31:12,warm
U0036,30,0.2,click,A06,2026-02-15 11:33:45,warm
U0005,92,0.2,click,A04,2026-02-15 12:02:34,warm
U0005,79,0.5,save,A04,2026-02-15 12:03:51,warm
U0159,67,0.2,click,A13,2026-02-15 12:07:43,warm
U0159,99,0.2,click,A13,2026-02-15 12:10:19,warm
U0014,43,0.2,click,A11,2026-02-15 12:41:51,warm
U0216,108,0.2,click,A07,2026-02-15 13:22:43,warm
U0065,22,0.2,click,A10,2026-02-15 14:13:14,warm
U0065,102,0.2,click,A10,2026-02-15 14:13:22,warm
U0065,54,0.5,save,A10,2026-02-15 14:13:56,warm
U0134,100,0.2,click,A08,2026-02-15 14:18:25,warm
U0134,55,0.2,click,A08,2026-02-15 14:18:37,warm
U0134,54,0.2,click,A08,2026-02-15 14:20:29,warm
U0134,95,1.0,order,A08,2026-02-15 14:31:29,warm
U0077,103,0.2,click,A09,2026-02-15 14:42:55,warm
U0099,81,0.5,save,A06,2026-02-15 15:51:43,warm
U0099,27,0.2,click,A06,2026-02-15 15:52:56,warm
U0008,93,0.2,click,A07,2026-02-15 16:39:52,warm
U0008,88,0.2,click,A07,2026-02-15 16:42:42,warm
U0008,108,0.2,click,A07,2026-02-15 16:43:48,warm
U0174,26,0.2,click,A10,2026-02-15 17:12:49,warm
U0174,44,0.2,click,A10,2026-02-15 17:14:21,warm
U0218,77,0.2,click,A01,2026-02-15 18:18:51,warm
U0218,46,0.2,click,A01,2026-02-15 18:20:53,warm
U0218,57,0.5,save,A01,2026-02-15 18:21:13,warm
U0218,98,0.2,click,A01,2026-02-15 18:21:39,warm
U0031,99,0.5,save,A07,2026-02-15 18:27:29,warm
U0230,21,0.2,click,A03,2026-02-15 18:28:09,warm
U0230,30,0.5,save,A03,2026-02-15 18:28:22,warm
U0091,100,0.2,click,A08,2026-02-15 18:29:20,warm
U0097,55,0.2,click,A08,2026-02-15 22:56:54,warm
U0037,79,0.2,click,A04,2026-02-16 11:12:52,warm
U0037,57,0.2,click,A04,2026-02-16 11:13:32,warm
U0029,22,0.2,click,A06,2026-02-16 12:26:47,warm
U0010,60,0.2,click,A12,2026-02-16 13:09:22,warm
U0010,101,0.2,click,A12,2026-02-16 13:11:15,warm
U0069,107,0.2,click,A13,2026-02-16 15:40:22,warm
U0053,72,0.2,click,A13,2026-02-16 16:47:20,warm
U0053,67,0.2,click,A13,2026-02-16 16:48:47,warm
U0033,90,0.2,click,A09,2026-02-16 17:37:23,warm
U0033,78,0.2,click,A09,2026-02-16 17:37:35,warm
U0292,73,0.2,click,A07,2026-02-16 17:50:35,warm
U0292,72,0.2,click,A07,2026-02-16 17:52:18,warm
U0104,85,0.2,click,A13,2026-02-16 19:09:23,warm
U0164,109,0.2,click,A08,2026-02-16 19:36:55,warm
U0046,61,0.2,click,A02,2026-02-16 20:34:04,warm
U0046,23,0.2,click,A02,2026-02-16 20:37:27,warm
U0046,101,0.5,save,A02,2026-02-16 20:37:54,warm
U0046,44,0.2,click,A02,2026-02-16 20:38:04,warm
U0235,41,0.2,click,A03,2026-02-16 21:55:59,warm
U0128,79,0.2,click,A01,2026-02-16 22:35:57,warm
U0293,59,0.2,click,A01,2026-02-17 10:14:25,warm
