listing_id,title_en,title_ur,category,tags,price,city,listing_type,price_band,currency,is_active,popularity_count,vendor_id,stock_status,description_en
40,Silk Fabric Premium,سلک کپڑا پریمیم,Fabric,"['silk', 'premium', 'fabric', 'bridal']",1200,Karachi,product,low,PKR,True,52,11,in_stock,"Silk Fabric Premium — Fabric listing featuring silk, premium, fabric, bridal. Available in Karachi, Pakistan. Price: PKR 1200."
41,Gold Plated Jhumka Earrings,گولڈ پلیٹڈ جھمکہ بالیاں,Jewelry,"['earrings', 'jhumka', 'gold-plated', 'traditional']",1500,Karachi,product,mid,PKR,True,1,19,in_stock,"Gold Plated Jhumka Earrings — Jewelry listing featuring earrings, jhumka, gold-plated, traditional. Available in Karachi, Pakistan. Price: PKR 1500."
42,Kundan Bridal Jewelry Set,کنڈن دلہن زیورات سیٹ,Jewelry,"['kundan', 'bridal', 'set', 'necklace', 'earrings']",12000,Lahore,product,high,PKR,True,29,17,in_stock,"Kundan Bridal Jewelry Set — Jewelry listing featuring kundan, bridal, set, necklace, earrings. Available in Lahore, Pakistan. Price: PKR 12000."
43,Silver Bangles Set of 6,چاندی کی چوڑیاں 6 کا سیٹ,Jewelry,"['bangles', 'silver', 'traditional', 'set']",2500,Multan,product,mid,PKR,True,37,8,in_stock,"Silver Bangles Set of 6 — Jewelry listing featuring bangles, silver, traditional, set. Available in Multan, Pakistan. Price: PKR 2500."
44,Pearl Necklace Handmade,موتیوں کا ہار ہینڈ میڈ,Jewelry,"['pearl', 'necklace', 'handmade', 'elegant']",3800,Islamabad,product,mid,PKR,True,1,3,in_stock,"Pearl Necklace Handmade — Jewelry listing featuring pearl, necklace, handmade, elegant. Available in Islamabad, Pakistan. Price: PKR 3800."
45,Oxidised Choker Necklace,آکسیڈائزڈ چوکر نیکلس,Jewelry,"['choker', 'necklace', 'oxidised', 'boho']",1100,Karachi,product,low,PKR,True,63,3,in_stock,"Oxidised Choker Necklace — Jewelry listing featuring choker, necklace, oxidised, boho. Available in Karachi, Pakistan. Price: PKR 1100."
46,Herbal Face Pack Rose Clay,ہربل فیس پیک گلاب کلے,Beauty & Skincare,"['face-pack', 'herbal', 'rose', 'skincare']",750,Lahore,product,low,PKR,True,59,1,in_stock,"Herbal Face Pack Rose Clay — Beauty & Skincare listing featuring face-pack, herbal, rose, skincare. Available in Lahore, Pakistan. Price: PKR 750."
47,Organic Argan Oil 50ml,آرگن آئل آرگینک 50ml,Beauty & Skincare,"['argan-oil', 'organic', 'hair', 'skincare']",1200,Karachi,product,low,PKR,True,20,5,in_stock,"Organic Argan Oil 50ml — Beauty & Skincare listing featuring argan-oil, organic, hair, skincare. Available in Karachi, Pakistan. Price: PKR 1200."
48,Brightening Serum Vitamin C,برائٹننگ سیرم وٹامن سی,Beauty & Skincare,"['serum', 'vitamin-c', 'brightening', 'skincare']",2200,Islamabad,product,mid,PKR,True,32,10,out_of_stock,"Brightening Serum Vitamin C — Beauty & Skincare listing featuring serum, vitamin-c, brightening, skincare. Available in Islamabad, Pakistan. Price: PKR 2200."
49,Hand Embroidered Clutch Bag,ہینڈ ایمبرائیڈرڈ کلچ بیگ,Accessories,"['clutch', 'embroidered', 'handmade', 'party']",2800,Karachi,product,mid,PKR,True,75,7,in_stock,"Hand Embroidered Clutch Bag — Accessories listing featuring clutch, embroidered, handmade, party. Available in Karachi, Pakistan. Price: PKR 2800."
50,Khussas Embroidered Shoes,کھسے ایمبرائیڈرڈ جوتے,Accessories,"['khussa', 'embroidered', 'traditional', 'shoes']",3200,Lahore,product,mid,PKR,True,57,9,in_stock,"Khussas Embroidered Shoes — Accessories listing featuring khussa, embroidered, traditional, shoes. Available in Lahore, Pakistan. Price: PKR 3200."
51,Pashmina Shawl Kashmiri,پشمینہ شال کشمیری,Accessories,"['shawl', 'pashmina', 'kashmiri', 'winter']",4500,Lahore,product,mid,PKR,True,21,7,in_stock,"Pashmina Shawl Kashmiri — Accessories listing featuring shawl, pashmina, kashmiri, winter. Available in Lahore, Pakistan. Price: PKR 4500."
52,Handwoven Basket Bag,ہینڈ ویوون باسکٹ بیگ,Accessories,"['basket-bag', 'handwoven', 'summer', 'casual']",1600,Multan,product,mid,PKR,True,48,9,out_of_stock,"Handwoven Basket Bag — Accessories listing featuring basket-bag, handwoven, summer, casual. Available in Multan, Pakistan. Price: PKR 1600."
53,Hand Painted Pottery Set,ہینڈ پینٹڈ مٹی برتن سیٹ,Home & Decor,"['pottery', 'handpainted', 'decor', 'traditional']",2200,Multan,product,mid,PKR,True,58,8,in_stock,"Hand Painted Pottery Set — Home & Decor listing featuring pottery, handpainted, decor, traditional. Available in Multan, Pakistan. Price: PKR 2200."
54,Sindhi Ajrak Bedsheet,سندھی اجرک بیڈ شیٹ,Home & Decor,"['ajrak', 'sindhi', 'bedsheet', 'traditional']",3500,Karachi,product,mid,PKR,True,41,12,in_stock,"Sindhi Ajrak Bedsheet — Home & Decor listing featuring ajrak, sindhi, bedsheet, traditional. Available in Karachi, Pakistan. Price: PKR 3500."
55,Organic Honey Wild Forest 500g,آرگینک شہد جنگلی 500g,Food & Organic,"['honey', 'organic', 'wild', 'natural']",1800,Islamabad,product,mid,PKR,True,59,2,in_stock,"Organic Honey Wild Forest 500g — Food & Organic listing featuring honey, organic, wild, natural. Available in Islamabad, Pakistan. Price: PKR 1800."
56,Homemade Achaar Mixed Pickle,گھر کا اچار مکسڈ,Food & Organic,"['achaar', 'pickle', 'homemade', 'spicy']",400,Lahore,product,low,PKR,True,79,1,in_stock,"Homemade Achaar Mixed Pickle — Food & Organic listing featuring achaar, pickle, homemade, spicy. Available in Lahore, Pakistan. Price: PKR 400."
57,Bridal Makeup Package Full Day,دلہن میکاپ پیکیج پورا دن,Makeup & Beauty Services,"['bridal-makeup', 'full-day', 'hair', 'makeup']",15000,Karachi,service,high,PKR,True,14,16,in_stock,"Bridal Makeup Package Full Day — Makeup & Beauty Services listing featuring bridal-makeup, full-day, hair, makeup. Available in Karachi, Pakistan. Price: PKR 15000."
58,Party Makeup at Home,پارٹی میکاپ گھر پر,Makeup & Beauty Services,"['party-makeup', 'at-home', 'service', 'beauty']",3500,Lahore,service,mid,PKR,True,61,5,in_stock,"Party Makeup at Home — Makeup & Beauty Services listing featuring party-makeup, at-home, service, beauty. Available in Lahore, Pakistan. Price: PKR 3500."
59,Mehndi Bridal Full Design,مہندی دلہن فل ڈیزائن,Mehndi Services,"['mehndi', 'bridal', 'full-design', 'henna']",5000,Karachi,service,mid,PKR,True,61,3,in_stock,"Mehndi Bridal Full Design — Mehndi Services listing featuring mehndi, bridal, full-design, henna. Available in Karachi, Pakistan. Price: PKR 5000."
60,Mehndi Simple Hands,مہندی سادہ ہاتھ,Mehndi Services,"['mehndi', 'hands', 'simple', 'henna']",800,Faisalabad,service,low,PKR,True,46,12,in_stock,"Mehndi Simple Hands — Mehndi Services listing featuring mehndi, hands, simple, henna. Available in Faisalabad, Pakistan. Price: PKR 800."
61,Wedding Photography Package,شادی فوٹوگرافی پیکیج,Photography,"['photography', 'wedding', 'full-day', 'album']",35000,Lahore,service,high,PKR,True,61,8,in_stock,"Wedding Photography Package — Photography listing featuring photography, wedding, full-day, album. Available in Lahore, Pakistan. Price: PKR 35000."
62,Portrait Photography Session,پورٹریٹ فوٹوگرافی سیشن,Photography,"['photography', 'portrait', 'session', 'outdoor']",5000,Islamabad,service,mid,PKR,True,50,3,in_stock,"Portrait Photography Session — Photography listing featuring photography, portrait, session, outdoor. Available in Islamabad, Pakistan. Price: PKR 5000."
63,Catering Home Desi Food,گھریلو دیسی کھانا کیٹرنگ,Catering,"['catering', 'desi-food', 'home', 'event']",25000,Karachi,service,high,PKR,True,54,1,in_stock,"Catering Home Desi Food — Catering listing featuring catering, desi-food, home, event. Available in Karachi, Pakistan. Price: PKR 25000."
64,Tailoring Stitching Ladies Suit,سلائی لیڈیز سوٹ,Tailoring,"['tailoring', 'stitching', 'ladies-suit', 'custom']",1200,Multan,service,low,PKR,True,63,3,in_stock,"Tailoring Stitching Ladies Suit — Tailoring listing featuring tailoring, stitching, ladies-suit, custom. Available in Multan, Pakistan. Price: PKR 1200."
65,Hair Treatment Keratin,بالوں کا علاج کیراٹین,Hair & Salon Services,"['keratin', 'hair-treatment', 'salon', 'smoothing']",8000,Karachi,service,high,PKR,True,2,5,in_stock,"Hair Treatment Keratin — Hair & Salon Services listing featuring keratin, hair-treatment, salon, smoothing. Available in Karachi, Pakistan. Price: PKR 8000."
66,Blowdry & Styling at Home,بلو ڈرائی اسٹائلنگ گھر پر,Hair & Salon Services,"['blowdry', 'styling', 'at-home', 'hair']",1500,Lahore,service,mid,PKR,True,50,15,in_stock,"Blowdry & Styling at Home — Hair & Salon Services listing featuring blowdry, styling, at-home, hair. Available in Lahore, Pakistan. Price: PKR 1500."
67,Henna Design for Events,تقریبات کے لیے حنا ڈیزائن,Mehndi Services,"['henna', 'design', 'events', 'traditional']",2000,Islamabad,service,mid,PKR,True,6,14,in_stock,"Henna Design for Events — Mehndi Services listing featuring henna, design, events, traditional. Available in Islamabad, Pakistan. Price: PKR 2000."
68,Eyebrow Threading & Waxing,آئی برو تھریڈنگ اینڈ ویکسنگ,Makeup & Beauty Services,"['threading', 'waxing', 'eyebrow', 'beauty']",500,Karachi,service,low,PKR,True,20,3,in_stock,"Eyebrow Threading & Waxing — Makeup & Beauty Services listing featuring threading, waxing, eyebrow, beauty. Available in Karachi, Pakistan. Price: PKR 500."
69,Event Decoration Setup,تقریب ڈیکوریشن سیٹ اپ,Event Services,"['decoration', 'event', 'setup', 'flowers']",18000,Lahore,service,high,PKR,True,72,1,in_stock,"Event Decoration Setup — Event Services listing featuring decoration, event, setup, flowers. Available in Lahore, Pakistan. Price: PKR 18000."
70,Embellished Formal Gown,آراستہ فارمل گاؤن,Clothing,"['gown', 'formal', 'embellished', 'party']",9500,Karachi,product,high,PKR,True,38,5,in_stock,"Embellished Formal Gown — Clothing listing featuring gown, formal, embellished, party. Available in Karachi, Pakistan. Price: PKR 9500."
71,Printed Lawn Unstitched 2-Piece,پرنٹڈ لان بغیر سلا 2 پیس,Clothing,"['lawn', 'printed', '2-piece', 'summer']",2800,Lahore,product,mid,PKR,True,17,14,in_stock,"Printed Lawn Unstitched 2-Piece — Clothing listing featuring lawn, printed, 2-piece, summer. Available in Lahore, Pakistan. Price: PKR 2800."
72,Winter Shawl Wool Blend,وینٹر شال وول بلینڈ,Accessories,"['shawl', 'wool', 'winter', 'warm']",3200,Peshawar,product,mid,PKR,True,3,7,in_stock,"Winter Shawl Wool Blend — Accessories listing featuring shawl, wool, winter, warm. Available in Peshawar, Pakistan. Price: PKR 3200."
73,Antique Finish Bangles,اینٹیک فنش چوڑیاں,Jewelry,"['bangles', 'antique', 'traditional', 'set']",900,Multan,product,low,PKR,True,59,9,in_stock,"Antique Finish Bangles — Jewelry listing featuring bangles, antique, traditional, set. Available in Multan, Pakistan. Price: PKR 900."
74,Floral Chiffon Suit 3-Piece,فلورل شیفون سوٹ 3 پیس,Clothing,"['chiffon', 'floral', '3-piece', 'eid']",6500,Islamabad,product,mid,PKR,True,13,15,in_stock,"Floral Chiffon Suit 3-Piece — Clothing listing featuring chiffon, floral, 3-piece, eid. Available in Islamabad, Pakistan. Price: PKR 6500."
75,Khussa Mojari Wedding,کھسہ موجری شادی,Accessories,"['khussa', 'wedding', 'traditional', 'bridal']",4200,Lahore,product,mid,PKR,True,8,15,in_stock,"Khussa Mojari Wedding — Accessories listing featuring khussa, wedding, traditional, bridal. Available in Lahore, Pakistan. Price: PKR 4200."
76,Handblock Printed Kurta,ہینڈ بلاک پرنٹڈ کرتا,Clothing,"['handblock', 'printed', 'kurta', 'cotton']",2400,Multan,product,mid,PKR,True,52,10,low_stock,"Handblock Printed Kurta — Clothing listing featuring handblock, printed, kurta, cotton. Available in Multan, Pakistan. Price: PKR 2400."
77,Lapis Lazuli Earrings,لاپیس لازولی بالیاں,Jewelry,"['earrings', 'lapis-lazuli', 'gemstone', 'handmade']",3500,Islamabad,product,mid,PKR,True,1,13,in_stock,"Lapis Lazuli Earrings — Jewelry listing featuring earrings, lapis-lazuli, gemstone, handmade. Available in Islamabad, Pakistan. Price: PKR 3500."
78,Hair Spa Service at Home,ہیئر سپا سروس گھر پر,Hair & Salon Services,"['hair-spa', 'at-home', 'service', 'nourishing']",2500,Karachi,service,mid,PKR,True,59,19,in_stock,"Hair Spa Service at Home — Hair & Salon Services listing featuring hair-spa, at-home, service, nourishing. Available in Karachi, Pakistan. Price: PKR 2500."
79,Facials Brightening Package,فیشل برائٹننگ پیکیج,Makeup & Beauty Services,"['facial', 'brightening', 'package', 'skincare']",3000,Lahore,service,mid,PKR,True,70,7,in_stock,"Facials Brightening Package — Makeup & Beauty Services listing featuring facial, brightening, package, skincare. Available in Lahore, Pakistan. Price: PKR 3000."
80,Mehndi Feet Full Design,مہندی پاؤں فل ڈیزائن,Mehndi Services,"['mehndi', 'feet', 'full-design', 'henna']",1200,Karachi,service,low,PKR,True,43,17,in_stock,"Mehndi Feet Full Design — Mehndi Services listing featuring mehndi, feet, full-design, henna. Available in Karachi, Pakistan. Price: PKR 1200."
81,Velvet Lehenga Festive,ویلوٹ لہنگہ تہوار,Bridal & Wedding,"['lehenga', 'velvet', 'festive', 'wedding']",22000,Lahore,product,high,PKR,True,7,4,in_stock,"Velvet Lehenga Festive — Bridal & Wedding listing featuring lehenga, velvet, festive, wedding. Available in Lahore, Pakistan. Price: PKR 22000."
82,Cotton Trouser Palazzo,سوتی ٹراؤزر پالازو,Clothing,"['trouser', 'palazzo', 'cotton', 'casual']",1200,Faisalabad,product,low,PKR,True,46,5,in_stock,"Cotton Trouser Palazzo — Clothing listing featuring trouser, palazzo, cotton, casual. Available in Faisalabad, Pakistan. Price: PKR 1200."
83,Maati Kumkum Face Scrub,مٹی کم کم فیس اسکرب,Beauty & Skincare,"['scrub', 'natural', 'face', 'skincare']",550,Karachi,product,low,PKR,True,34,7,in_stock,"Maati Kumkum Face Scrub — Beauty & Skincare listing featuring scrub, natural, face, skincare. Available in Karachi, Pakistan. Price: PKR 550."
84,Golden Maang Tikka,سنہری مانگ ٹیکہ,Jewelry,"['maang-tikka', 'gold', 'bridal', 'forehead']",2800,Lahore,product,mid,PKR,True,77,13,in_stock,"Golden Maang Tikka — Jewelry listing featuring maang-tikka, gold, bridal, forehead. Available in Lahore, Pakistan. Price: PKR 2800."
85,Bridal Mehndi Home Visit,دلہن مہندی گھر پر,Mehndi Services,"['mehndi', 'bridal', 'home-visit', 'henna']",8000,Islamabad,service,high,PKR,True,35,15,in_stock,"Bridal Mehndi Home Visit — Mehndi Services listing featuring mehndi, bridal, home-visit, henna. Available in Islamabad, Pakistan. Price: PKR 8000."
86,Sindhi Embroidered Blouse,سندھی ایمبرائیڈرڈ بلاؤز,Clothing,"['sindhi', 'embroidery', 'blouse', 'traditional']",4200,Karachi,product,mid,PKR,True,49,11,in_stock,"Sindhi Embroidered Blouse — Clothing listing featuring sindhi, embroidery, blouse, traditional. Available in Karachi, Pakistan. Price: PKR 4200."
87,Tilla Phulkari Dupatta,ٹلہ پھلکاری دوپٹہ,Clothing,"['phulkari', 'tilla', 'dupatta', 'punjabi']",5500,Lahore,product,mid,PKR,True,3,4,in_stock,"Tilla Phulkari Dupatta — Clothing listing featuring phulkari, tilla, dupatta, punjabi. Available in Lahore, Pakistan. Price: PKR 5500."
88,Event Catering Finger Food,ایونٹ کیٹرنگ فنگر فوڈ,Catering,"['catering', 'finger-food', 'event', 'snacks']",8000,Karachi,service,high,PKR,True,1,13,in_stock,"Event Catering Finger Food — Catering listing featuring catering, finger-food, event, snacks. Available in Karachi, Pakistan. Price: PKR 8000."
89,Custom Stitching Lehenga,کسٹم سلائی لہنگہ,Tailoring,"['tailoring', 'lehenga', 'custom', 'stitching']",3500,Lahore,service,mid,PKR,True,5,7,in_stock,"Custom Stitching Lehenga — Tailoring listing featuring tailoring, lehenga, custom, stitching. Available in Lahore, Pakistan. Price: PKR 3500."
90,Organic Rose Water 200ml,آرگینک گلاب پانی 200ml,Beauty & Skincare,"['rose-water', 'organic', 'toner', 'skincare']",400,Islamabad,product,low,PKR,True,53,19,in_stock,"Organic Rose Water 200ml — Beauty & Skincare listing featuring rose-water, organic, toner, skincare. Available in Islamabad, Pakistan. Price: PKR 400."
91,Capri Tulip Shalwar Unstitched,کیپری ٹیولپ شلوار بغیر سلا,Clothing,"['capri', 'tulip', 'shalwar', 'unstitched']",1500,Faisalabad,product,mid,PKR,True,3,2,in_stock,"Capri Tulip Shalwar Unstitched — Clothing listing featuring capri, tulip, shalwar, unstitched. Available in Faisalabad, Pakistan. Price: PKR 1500."
92,Nail Art Service at Home,نیل آرٹ سروس گھر پر,Makeup & Beauty Services,"['nail-art', 'at-home', 'service', 'design']",1200,Karachi,service,low,PKR,True,53,10,in_stock,"Nail Art Service at Home — Makeup & Beauty Services listing featuring nail-art, at-home, service, design. Available in Karachi, Pakistan. Price: PKR 1200."
93,Baby Shower Photography,بے بی شاور فوٹوگرافی,Photography,"['photography', 'baby-shower', 'event', 'indoor']",8000,Lahore,service,high,PKR,True,62,13,in_stock,"Baby Shower Photography — Photography listing featuring photography, baby-shower, event, indoor. Available in Lahore, Pakistan. Price: PKR 8000."
94,Lawn Fabric Digital Print 2m,لان کپڑا ڈیجیٹل پرنٹ 2m,Fabric,"['lawn', 'digital-print', 'fabric', 'summer']",800,Faisalabad,product,low,PKR,True,17,6,in_stock,"Lawn Fabric Digital Print 2m — Fabric listing featuring lawn, digital-print, fabric, summer. Available in Faisalabad, Pakistan. Price: PKR 800."
95,Handmade Candles Fragrant Set,ہینڈ میڈ خوشبودار موم بتیاں سیٹ,Home & Decor,"['candles', 'fragrant', 'handmade', 'decor']",1100,Islamabad,product,low,PKR,True,43,12,in_stock,"Handmade Candles Fragrant Set — Home & Decor listing featuring candles, fragrant, handmade, decor. Available in Islamabad, Pakistan. Price: PKR 1100."
96,Tikka Masala Spice Pack,ٹکہ مسالہ اسپائس پیک,Food & Organic,"['spice', 'tikka-masala', 'homemade', 'cooking']",350,Lahore,product,low,PKR,True,33,12,in_stock,"Tikka Masala Spice Pack — Food & Organic listing featuring spice, tikka-masala, homemade, cooking. Available in Lahore, Pakistan. Price: PKR 350."
97,Engagement Ring Gold Look,منگنی کی انگوٹھی گولڈ لک,Jewelry,"['ring', 'engagement', 'gold-plated', 'traditional']",4500,Karachi,product,mid,PKR,True,73,11,out_of_stock,"Engagement Ring Gold Look — Jewelry listing featuring ring, engagement, gold-plated, traditional. Available in Karachi, Pakistan. Price: PKR 4500."
98,Embroidered Nikkah Dupatta,ایمبرائیڈرڈ نکاح دوپٹہ,Bridal & Wedding,"['dupatta', 'nikkah', 'embroidered', 'white']",6500,Lahore,product,mid,PKR,True,61,7,in_stock,"Embroidered Nikkah Dupatta — Bridal & Wedding listing featuring dupatta, nikkah, embroidered, white. Available in Lahore, Pakistan. Price: PKR 6500."
99,Flower Decoration Bridal Car,پھولوں کی دلہن گاڑی سجاوٹ,Event Services,"['decoration', 'bridal-car', 'flowers', 'wedding']",12000,Karachi,service,high,PKR,True,13,1,in_stock,"Flower Decoration Bridal Car — Event Services listing featuring decoration, bridal-car, flowers, wedding. Available in Karachi, Pakistan. Price: PKR 12000."
100,Loofah Natural Body Scrubber,لوفاہ قدرتی باڈی اسکربر,Beauty & Skincare,"['loofah', 'natural', 'body', 'scrubber']",300,Multan,product,low,PKR,True,47,1,in_stock,"Loofah Natural Body Scrubber — Beauty & Skincare listing featuring loofah, natural, body, scrubber. Available in Multan, Pakistan. Price: PKR 300."
101,Party Wear Capri Set Embroidered,پارٹی ویئر کیپری سیٹ ایمبرائیڈرڈ,Clothing,"['capri', 'party', 'embroidered', 'festive']",4800,Karachi,product,mid,PKR,True,14,13,in_stock,"Party Wear Capri Set Embroidered — Clothing listing featuring capri, party, embroidered, festive. Available in Karachi, Pakistan. Price: PKR 4800."
102,Dupatta Silk Hand Embroidered,دوپٹہ سلک ہینڈ ایمبرائیڈرڈ,Clothing,"['dupatta', 'silk', 'embroidered', 'bridal']",7500,Lahore,product,mid,PKR,True,71,9,out_of_stock,"Dupatta Silk Hand Embroidered — Clothing listing featuring dupatta, silk, embroidered, bridal. Available in Lahore, Pakistan. Price: PKR 7500."
103,Threading Waxing Full Package,تھریڈنگ ویکسنگ فل پیکیج,Makeup & Beauty Services,"['threading', 'waxing', 'package', 'salon']",2000,Karachi,service,mid,PKR,True,77,3,in_stock,"Threading Waxing Full Package — Makeup & Beauty Services listing featuring threading, waxing, package, salon. Available in Karachi, Pakistan. Price: PKR 2000."
104,Handmade Lace Trim Fabric,ہینڈ میڈ لیس ٹرم کپڑا,Fabric,"['lace', 'trim', 'handmade', 'fabric']",700,Faisalabad,product,low,PKR,True,61,7,low_stock,"Handmade Lace Trim Fabric — Fabric listing featuring lace, trim, handmade, fabric. Available in Faisalabad, Pakistan. Price: PKR 700."
105,Neem & Turmeric Face Wash,نیم اور ہلدی فیس واش,Beauty & Skincare,"['face-wash', 'neem', 'turmeric', 'natural']",650,Islamabad,product,low,PKR,True,39,6,in_stock,"Neem & Turmeric Face Wash — Beauty & Skincare listing featuring face-wash, neem, turmeric, natural. Available in Islamabad, Pakistan. Price: PKR 650."
106,Gota Kinari Embellishment,گوٹہ کناری ایمبلشمنٹ,Fabric,"['gota', 'kinari', 'embellishment', 'border']",250,Multan,product,low,PKR,True,79,8,in_stock,"Gota Kinari Embellishment — Fabric listing featuring gota, kinari, embellishment, border. Available in Multan, Pakistan. Price: PKR 250."
107,Zardozi Work Blouse Piece,زردوزی ورک بلاؤز پیس,Clothing,"['zardozi', 'blouse', 'embroidery', 'bridal']",9500,Lahore,product,high,PKR,True,52,9,low_stock,"Zardozi Work Blouse Piece — Clothing listing featuring zardozi, blouse, embroidery, bridal. Available in Lahore, Pakistan. Price: PKR 9500."
108,Eid Photography Indoor Studio,عید فوٹوگرافی انڈور اسٹوڈیو,Photography,"['photography', 'eid', 'indoor', 'studio']",3500,Islamabad,service,mid,PKR,True,23,5,in_stock,"Eid Photography Indoor Studio — Photography listing featuring photography, eid, indoor, studio. Available in Islamabad, Pakistan. Price: PKR 3500."
109,Mango Pickle Traditional Recipe,آم کا اچار روایتی نسخہ,Food & Organic,"['pickle', 'mango', 'traditional', 'homemade']",450,Lahore,product,low,PKR,True,25,1,in_stock,"Mango Pickle Traditional Recipe — Food & Organic listing featuring pickle, mango, traditional, homemade. Available in Lahore, Pakistan. Price: PKR 450."
